ROUTEID,TRANSID,INCEPTADDR,SENDPOS,location,Index
3.0,719.0,SM二期对面,厦门市思明区济慈大药房,"115.758308,33.87762",57
3.0,722.0,东浦路金枫园12号之27店面,厦门市思明区金鹭岛药店,"118.122665,24.470818",58
3.0,728.0,东浦路36号农贸市场A10-11号,厦门市思明区龙昌堂药店,"121.270653,28.652494",59
3.0,730.0,思明区东浦路4号之A04-A05店,厦门市思明区美信祥和药店,"118.121164,24.470724",60
3.0,733.0,凤屿路17号之9,厦门铭国堂药业有限公司（股份厦门））,"118.115517,24.472904",61
3.0,735.0,后埭路126号之三,厦门市思明区齐康药店,"120.48859,30.762858",62
3.0,737.0,*思明区凤屿路238号,厦门市思明区如一堂药店,"118.114281,24.477539",63
3.0,744.0,思明区湖滨南路821号之115号,厦门市思明区同泰药店,"118.120048,24.477669",64
3.0,747.0,厦门市禾祥东路12号之32店,厦门市思明区维善药店,"118.10647,24.470354",65
3.0,748.0,思明区嘉禾路253号之102室,厦门市思明区祥聚堂药店,"118.122373,24.484601",66
3.0,749.0,思明区东明路5号,厦门市思明区祥康堂药局,"118.108563,24.480168",67
3.0,769.0,厦门市思明区湖滨南路310-3号,厦门市思明区众鑫泰大药房,"118.11447,24.474782",68
3.0,1238.0,莲岳路179号,筼筜社区莲岳点,"118.121223,24.484604",69
3.0,1325.0,思明区仙岳路452号之一至之五,厦门得心药房有限公司仙岳店,"118.116241,24.493682",70
3.0,1326.0,厦门市思明区湖滨六里175号,德善堂湖滨六里店,"118.115986,24.478119",71
3.0,1025.0,思明区凤屿路384号、448号之一、之二,厦门思明槟榔门诊部,"118.113428,24.48031",72
3.0,1027.0,东浦路168-13,厦门思明传春内科诊所,"118.131872,24.474028",73
3.0,1028.0,东浦路98号之16-1,厦门思明传文中医内科诊所,"118.129913,24.473218",74
3.0,1031.0,东坪二里1号201，301室,厦门思明德善堂东坪门诊部,"118.120056,24.469757",75
3.0,1037.0,厦门市思明区厦禾路986号401室之一,厦门思明宁冠门诊部,"118.117633,24.470704",76
3.0,1045.0,*思明区松岳里35号,思明区信益堂药店,"118.11198,24.493242",77
3.0,1088.0,福建省厦门市连前西路,中国人民解放军73325部队卫生队,"118.136419,24.476672",78
3.0,1202.0,思明区育秀里36号,思明区育秀里36号,"118.111681,24.485806",79
3.0,1203.0,思明区长青路506号102室,思明区长青路506号102室,"118.124582,24.489818",80
3.0,1210.0,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,"118.112844,24.472701",81
3.0,1213.0,思明区长青路282号,思明区长青路282号,"118.123242,24.487458",82
3.0,1880.0,福建厦门市嘉禾路570号,厦门市思明东海门诊部,"118.119585,24.511077",83
3.0,1403.0,*思明区仙岳路241号之106店面,健康八五仙岳店,"118.097455,24.489566",84
3.0,1416.0,*湖里区嘉禾路344号之7、344号之8、344之9,健康八五十八分店,"118.129506,24.492991",85
3.0,1912.0,*福建厦门思明区后埭溪路102号之十三E1单元 ,"厦门思明区健康八五医药商店
","118.10809,24.468098",86
3.0,1941.0,厦门思明区湖光路133号,厦门市国曜医疗器械有限公司,"118.114325,24.479184",87
3.0,1950.0,思明区莲景路62号,嘉莲社区,"118.117901,24.482885",88
3.0,1960.0,福建厦门仙岳路263号,都森医疗器械,"118.099072,24.489736",89
3.0,1961.0,莲岳里14号,员筜社区,"118.115605,24.49219",90
3.0,1969.0,厦门思明区环岛东路1699号建发国际大厦19楼,"厦门市和盛祥科技有限公司
","118.191145,24.474053",91
3.0,1979.0,福建厦门市长青路283号嘉华大厦1-4楼,药房,"118.123335,24.487936",92
3.0,2010.0,"厦门湖滨北路育秀里36号三04
","厦门思明修志夫整形外科门诊部
","118.112983,24.486955",93
3.0,2011.0,"厦门仙岳路1153号
","厦门思明张铭医疗美容诊所
","118.124748,24.502704",94
3.0,1819.0,思明区金榜路58号,中山金榜分院,"118.110738,24.466996",95
3.0,1830.0,仙岳路373-375号,门诊药房,"118.110066,24.493877",96
3.0,1842.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	设备科
","118.178287,24.504828",97
3.0,1916.0,"厦门莲前西路144号101室
","厦门思明建设西医妇科诊所
","118.131583,24.47556",98
3.0,2050.0,"思明区金榜路61-67号第五层22-2室
","厦门中迅达科技有限公司
","118.11008,24.46859",99
3.0,2052.0,思明区东浦路22号,梧村骨科医院药房,"118.125783,24.470805",100
3.0,1381.0,思明区湖滨南路687号08室,厦门思明兰娟口腔科诊所,"118.117148,24.476965",101
3.0,2181.0,亿宝大厦11楼5890282,国大连锁亿宝大厦,"118.116173,24.474018",102
3.0,753.0,*思明区莲岳路26号之六,厦门市思明区信德堂药局,"118.119791,24.484626",103
3.0,756.0,*嘉禾路62号及62号之101,厦门市思明区兴鹭康药房,"106.708043,26.584536",104
3.0,1399.0,*思明区后埭溪路102号之十三E1单元,健康八五后埭溪店,"118.10809,24.468098",105
3.0,1402.0,*思明区故宫东里93号,健康八五十五分店,"118.0835,24.4638",106
3.0,1425.0,思明区湖滨四里76-79号店面,好又惠湖滨四里分店,"118.108963,24.475774",107
3.0,2283.0,厦门市思明区金橡南路19号,厦门市思明区金橡南路19号,"118.082658,24.445567",108
3.0,2331.0,厦门市思明区金榜路58号,金榜分院,"118.110738,24.466996",109
3.0,1374.0,仙岳路中段399号,仙岳医院住院药房,"118.111082,24.495411",110
3.0,1813.0,"福建厦门屿后南里238号
","厦门市社会福利中心
","118.121882,24.492903",111
3.0,1821.0,厦门市思明区屿后南里130-131号1-2层,思明齐安松柏门诊部,"118.121047,24.491741",112
3.0,1844.0,"福建厦门思明区仙岳路 
","厦门市仙岳医院	供应室
","118.178287,24.504828",113
3.0,1846.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	检验科
","118.178287,24.504828",114
3.0,2648.0,湖里区和宁里125之11号,厦门市湖里区慈善堂药店,"118.08675,24.497714",115
3.0,2695.0,厦门湖里区和通路14号店面,厦门市湖里区品信堂药局,"118.09129,24.491829",116
3.0,2696.0,厦门市湖里区和宁里125号之14,厦门市湖里区普济堂药局,"118.086593,24.498061",117
3.0,2739.0,湖里区南山路293号之一楼02室,厦门市惠康堂药店有限公司,"118.117582,24.504586",118
3.0,2828.0,*思明区后埭溪路102号之十三E1单元,健康八五后埭溪店,"118.10809,24.468098",119
3.0,2831.0,*思明区禾祥东路38号之二,健康八五禾祥东店,"118.108215,24.46834",120
3.0,2832.0,*思明区仙岳路241号之106店面,健康八五仙岳店,"118.097455,24.489566",121
3.0,2848.0,*福建厦门思明区后埭溪路102号之十三E1单元 ,"厦门思明区健康八五医药商店
","118.10809,24.468098",122
3.0,2891.0,*思明区湖光路78号之10-11号,厦门市思明区安仁堂药店,"118.11134,24.47807",123
3.0,2892.0,东浦一里57号110,厦门市思明区百安堂药房,"118.124207,24.472847",124
3.0,2897.0,坂尾路17-19号之2室,厦门市思明区草济堂药局,"118.12222,24.473786",125
3.0,2898.0,*厦禾路881号千禧园36号,厦门市思明区德康堂药局,"118.11013,24.468182",126
3.0,2901.0,思明区嘉禾路303号114室,厦门市思明区德善药局,"118.126974,24.488979",127
3.0,2902.0,*东坪二里130号,厦门市思明区德鑫堂药局,"118.12059,24.46921",128
3.0,2908.0,湖明路12-16号,厦门市思明区富康药店,"118.117897,24.477373",129
3.0,2910.0,莲前西路51号之4,厦门市思明区广莲堂药店,"118.125222,24.477086",130
3.0,2911.0,思明区禾祥东路38号之二店,厦门市思明区旱霖药店,"118.108215,24.46834",131
3.0,2916.0,长青路251号,厦门市思明区惠康大药房,"118.123944,24.486119",132
3.0,2917.0,莲岳里162号之十,厦门市思明区惠瑞药店,"118.118538,24.494673",133
3.0,2919.0,*莲岳路永升松柏中心CD座一层17号,厦门市思明区集善堂药店,"118.11628,24.490929",134
3.0,2922.0,SM二期对面,厦门市思明区济慈大药房,"115.758308,33.87762",135
3.0,2927.0,东浦路金枫园12号之27店面,厦门市思明区金鹭岛药店,"118.122724386399,24.4712903031543",136
3.0,2934.0,东浦路36号农贸市场A10-11号,厦门市思明区龙昌堂药店,"121.270653,28.652494",137
3.0,2936.0,思明区东浦路4号之A04-A05店,厦门市思明区美信祥和药店,"118.121164,24.470724",138
3.0,2940.0,凤屿路17号之9,厦门市思明区铭国堂药店,"118.115517,24.472904",139
3.0,2942.0,*后埭路126号之三,厦门市思明区齐康药店,"120.48859,30.762858",140
3.0,2944.0,思明区凤屿路238号,厦门市思明区如一堂药店,"118.114281,24.477539",141
3.0,2949.0,东浦路一里115号之十二,厦门市思明区泰安药参行,"118.125877,24.472094",142
3.0,2951.0,思明区湖滨南路821号之115号,厦门市思明区同泰药店,"118.120048,24.477669",143
3.0,2954.0,厦门市禾祥东路12号之32店,厦门市思明区维善药店,"118.10647,24.470354",144
3.0,2955.0,思明区嘉禾路253号之102室,厦门市思明区祥聚堂药店,"118.122373,24.484601",145
3.0,2956.0,思明区东明路5号,厦门市思明区祥康堂药局,"118.108563,24.480168",146
3.0,2960.0,*思明区莲岳路26号之六,厦门市思明区信德堂药局,"118.119791,24.484626",147
3.0,2963.0,*嘉禾路62号及62号之101,厦门市思明区兴鹭康药房,"106.708043,26.584536",148
3.0,2976.0,厦门市思明区湖滨南路310-3号,厦门市思明区众鑫泰大药房,"118.11447,24.474782",149
3.0,2341.0,思明区金榜路58号,中山金榜分院,"118.110738,24.466996",150
3.0,2376.0,莲花南路9号,嘉莲社区药房,"106.64213,30.448676",151
3.0,2379.0,莲岳里14号,筼筜残联点药房,"118.115605,24.49219",152
3.0,2392.0,思明区仙岳路452号之一至之五,厦门得心药房有限公司仙岳店,"118.116241,24.493682",153
3.0,2394.0,思明区仙岳路452号之一至之五,厦门得心药房有限公司仙岳店,"118.116241,24.493682",154
3.0,2396.0,厦门市思明区湖滨六里175号,德善堂湖滨六里店,"118.115986,24.478119",155
3.0,2398.0,思明区湖滨六里159号,厦门东南医药有限公司大洲分店,"118.116035,24.478996",156
3.0,2399.0,仙阁里小区92号一层,厦门东南医药有限公司仙阁里分店,"118.117699,24.49679",157
3.0,2406.0,厦门市湖滨东路9号,厦门国泰妇科医院,"118.113753,24.47014",158
3.0,2455.0,湖里区湖里街道和宁路69号,厦门湖里平安门诊部,"118.086769,24.496224",159
3.0,2518.0,禾祥东路170号之24店面,厦门妙春堂药店有限公司,"118.116289,24.471444",160
3.0,2519.0,思明区后埭溪路109号中心商场(银龙广场一期),厦门闽篮超市有限公司禾祥店,"118.106719,24.468559",161
3.0,2520.0,湖里区嘉园路26号,厦门闽篮超市有限公司松柏店,"118.112031,24.51542",162
3.0,2527.0,仙岳路中段373-375号,爱心护理院药房,"118.109833,24.493876",163
3.0,2528.0,仙岳路373-375号,门诊药房,"118.110066,24.493877",164
3.0,2530.0,厦门市仙岳路468号,厦门市康复医院,"118.119911,24.495454",165
3.0,2534.0,思明区凤屿路100号13B一层,厦门市德安药房有限公司,"118.115575,24.473607",166
3.0,2584.0,开元区屿后南里238号,松柏医院药房,"118.121882,24.492903",167
3.0,2585.0,"福建厦门屿后南里238号
","厦门市社会福利中心
","118.121882,24.492903",168
3.0,3720.0,莲岳里14号,员筜社区,"118.115605,24.49219",169
3.0,3378.0,金榜路61-67号,厦门思明扶元堂中医康复门诊部,"118.109695,24.468756",170
3.0,3380.0,思明区湖滨南路625号,厦门思明富山门诊部,"118.11657,24.475922",171
3.0,3382.0,后埭溪路,厦门思明海峡门诊部,"118.10709,24.468425",172
3.0,3383.0,思明区凤屿路4号,厦门思明华美医疗美容门诊部,"118.117104,24.471755",173
3.0,3384.0,湖滨南路815号万禾广场二层,厦门思明黄岩医疗美容诊所,"118.119024,24.476991",174
3.0,3387.0,莲前西路114号101室,厦门思明建设西医妇科诊所,"118.130472,24.47525",175
3.0,3388.0,"厦门莲前西路144号101室
","厦门思明建设西医妇科诊所
","118.131583,24.47556",176
3.0,3389.0,思明区潘宅路134-142号店面,厦门思明洁宇门诊部,"118.16567,24.477345",177
3.0,3394.0,莲岳路16号之16.18-203室,厦门思明康健（旧的）,"118.12058,24.484302",178
3.0,3398.0,思明区仙岳路463-467号聚祥花园A栋三层,厦门思明欧菲医疗美容门诊部,"118.1155,24.494629",179
3.0,3399.0,屿后南里151号,厦门思明齐安松柏门诊部,"118.12043,24.491432",180
3.0,3400.0,福建厦门市思明区屿后路151号,思明齐安松柏门诊部,"118.119349,24.493361",181
3.0,3402.0,思明槟榔西里150号天湖大厦A座1-4,厦门思明区梧村骨科医院,"118.110549,24.480249",182
3.0,3403.0,思明区东浦路22号,梧村骨科医院药房,"118.125783,24.470805",183
3.0,3404.0,思明区湖滨南路285-289号第二层,厦门思明仁爱门诊部,"118.102424,24.472081",184
3.0,3407.0,思明区东明路23号,厦门思明素英西医内科诊所,"118.109169,24.480327",185
3.0,3414.0,思明区厦禾路1106号,厦门思明新鹭厦门诊部,"118.120612,24.471684",186
3.0,3415.0,思明区湖滨北路育秀里36号三楼304单元,厦门思明修志夫整形外科门诊部,"118.111681,24.485806",187
3.0,3416.0,"厦门湖滨北路育秀里36号三04
","厦门思明修志夫整形外科门诊部
","118.112983,24.486955",188
3.0,3420.0,厦门市思明区禾祥东路18-13号,厦门思明艺贞禾祥诊所,"118.108367,24.470086",189
3.0,3422.0,火车站往莲坂方向豪享来二楼,厦门思明又平银河星美容外科诊所,"121.587959,31.33861",190
3.0,3423.0,思明区岳阳西里152号,厦门思明育德门诊部,"118.095535,24.489835",191
3.0,3425.0,思明区莲岳里72号,厦门思明再福中医诊所,"118.116542,24.491903",192
3.0,3426.0,仙岳路1153号,厦门思明张铭医疗美容诊所,"118.124748,24.502704",193
3.0,3427.0,"厦门仙岳路1153号
","厦门思明张铭医疗美容诊所
","118.124748,24.502704",194
3.0,3428.0,思明区厦禾路986号四楼（408-416楼、432-437室、451-452室,厦门思明长康门诊部,"118.117065,24.471021",195
3.0,3472.0,长青路283号嘉华大厦1-4楼,厦门友好妇产医院,"118.12356,24.488194",196
3.0,3477.0,厦门市思明区金榜路61-67号第五层22室,厦门中讯达科技有限公司,"118.11008,24.46859",197
3.0,3478.0,"思明区金榜路61-67号第五层22-2室
","厦门中迅达科技有限公司
","118.11008,24.46859",198
3.0,3487.0,*思明区松岳里35号,思明区信益堂药店,"118.11198,24.493242",199
3.0,3537.0,莲前路677号,中国人民解放军73322部队医院,"118.144932,24.478412",200
3.0,3538.0,福建省厦门市连前西路,中国人民解放军73325部队卫生队,"118.136419,24.476672",201
3.0,3550.0,思明区仙阁里162号之102,厦门思明晓明诊所,"118.11693,24.495667",202
3.0,3141.0,仙岳路中段399号,仙岳医院药库,"118.111082,24.495411",203
3.0,3142.0,仙岳路中段399号,仙岳医院住院药房,"118.111082,24.495411",204
3.0,3143.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	设备科
","118.178287,24.504828",205
3.0,3144.0,福建厦门思明区仙岳路 四楼465号供应室 ,4楼供应室 ,"118.114401,24.494186",206
3.0,3145.0,福建厦门思明区仙岳路  ,"厦门市仙岳医院	检验科
","118.178287,24.504828",207
3.0,2879.0,思明区湖滨四里76-79号店面,好又惠湖滨四里分店,"118.108963,24.475774",208
3.0,3363.0,思明区凤屿路384号、448号之一、之二,厦门思明槟榔门诊部,"118.113428,24.48031",209
3.0,3365.0,东浦路168-13,厦门思明传春内科诊所,"118.131872,24.474028",210
3.0,3366.0,东浦路98号之16-1,厦门思明传文中医内科诊所,"118.129913,24.473218",211
3.0,3370.0,东坪二里1号201，301室,厦门思明德善堂东坪门诊部,"118.120056,24.469757",212
3.0,3376.0,思明区凤屿路116、118号店面,厦门思明东海门诊部,"118.11527,24.474423",213
3.0,3377.0,福建厦门市嘉禾路570号,厦门市思明东海门诊部,"118.119585,24.511077",214
3.0,3568.0,思明区育秀里36号二层之204室,思明区育秀里36号,"118.111681,24.485806",215
3.0,3575.0,思明区长青路506号102室,思明区长青路506号102室,"118.124582,24.489818",216
3.0,3584.0,莲岳路179号,筼筜莲岳点药房,"118.121223,24.484604",217
3.0,3585.0,思明区长青路282号,思明区长青路282号,"118.123242,24.487458",218
3.0,3588.0,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,思明区湖滨东路90号1层1-4#商场、2层1-11#商场,"118.112844,24.472701",219
3.0,3619.0,厦门市思明区莲前西路503号02室,馨子墨药店,"118.140731,24.478209",220
3.0,3694.0,厦门思明区环岛东路1699号建发国际大厦19楼,"厦门市和盛祥科技有限公司
","118.191145,24.474053",221
3.0,3700.0,福建厦门市长青路283号嘉华大厦1-4楼,药房,"118.123335,24.487936",222
3.0,5265.0,思明区仙岳路385号,厦门市第一强制隔离戒毒所医务室,"118.110202,24.493976",223
3.0,5266.0,思明区仙岳路385号,厦门市第一强制隔离戒毒所医务室,"118.110202,24.493976",224
3.0,3752.0,思明区莲景路62号,嘉莲社区,"118.117901,24.482885",225
3.0,3767.0,文灶城书范园一楼汇文路51-59号,文灶城书范园一楼汇文路51-59号,"118.105915,24.467443",226
3.0,3769.0,厦门思明区湖光路133号,厦门市国曜医疗器械有限公司,"118.114325,24.479184",227
3.0,4333.0,指定地点,指定地点,"114.401825,30.505561",228
3.0,6768.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,德善药局,"118.254256,24.650166",229
3.0,6771.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,湖滨六里,"118.254256,24.650166",230
3.0,6778.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,维善药店,"118.254256,24.650166",231
3.0,6782.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,美信祥和,"118.254256,24.650166",232
3.0,6783.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 8,美信祥和,"118.254256,24.650166",233
3.0,6785.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 9,维善药店,"118.254256,24.650166",234
3.0,6765.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 4,德善药局,"118.254256,24.650166",235
3.0,6766.0,厦门市翔安区舫阳西路11-29号生产车间(一期)第三层之五单元 3,湖滨六里,"118.254256,24.650166",236
3.0,7373.0,厦门市禾祥东路金庭花园22号之八301室,金庭花园,"118.108574,24.469388",237
3.0,7374.0,厦门市禾祥东路金庭花园22号之八301室,金庭花园,"118.108574,24.469388",238
3.0,6712.0,厦门市思明区嘉禾路305号114室（商场）,德善堂嘉禾店,"118.127271,24.488637",239
3.0,6723.0, 1楼急诊抢救室,1楼急诊抢救室,"113.302125,22.646302",240
3.0,6724.0, 1楼急诊抢救室,1楼急诊抢救室,"113.302125,22.646302",241
3.0,7483.0,*思明区厦禾路861号101-103单元,厦门思明真爱妇科专科门诊部,"118.106458,24.467054",242
3.0,7485.0,*思明区厦禾路861号101-103单元,厦门思明真爱妇科专科门诊部,"118.106458,24.467054",243
3.0,9695.0,厦门市思明区屿后南里238号,厦门市社会福利中心,"118.121882,24.492903",244
3.0,12030.0,长青路282号,厦门思明杨玲西医内科诊所,"118.123242,24.487458",245
3.0,12031.0,长青路282号,厦门思明杨玲西医内科诊所,"118.123242,24.487458",246
3.0,12395.0,厦门市湖滨南路泛华大厦A栋2501室,湖滨南路,"118.096666,24.469955",247
3.0,12396.0,厦门市湖滨南路泛华大厦A栋2501室,湖滨南路,"118.096666,24.469955",248
3.0,11936.0,厦门市思明区湖光路92、93号（第1-6层）,厦门思明华医馆中医康复门诊部,"118.111679,24.478214",249
3.0,11937.0,思明区湖滨南路59号,厦门思明华医馆中医康复门诊部,"118.086691,24.468215",250
3.0,12393.0,厦门市禾祥东路金庭花园22号之八301室,金庭花园,"118.108574,24.469388",251
3.0,12394.0,厦门市禾祥东路金庭花园22号之八301室,金庭花园,"118.108574,24.469388",252
3.0,12855.0,思明区莲岳里230号,屿后分店,"118.119128,24.493316",253
3.0,12857.0,湖里区和通里26号,和通里分店,"118.089975,24.496362",254
3.0,12868.0,思明区后埭溪路248号龙景台一层24号店面,龙景台分店,"118.106507,24.47157",255
3.0,12872.0,厦门市思明区侨岳里27-38号 ,松柏分店,"118.116395,24.494753",256
3.0,12904.0,思明区东坪二里1-3号店面,东坪分店,"118.12064,24.470312",257
3.0,13958.0,,指定地点,"114.722944,41.142976",258
3.0,14176.0,厦门市湖滨东路9号,厦门鹭港妇产医院,"118.113753,24.47014",259
3.0,12873.0,厦门市思明区松岳里124-6号,松岳分店,"118.111779,24.493764",260
3.0,12882.0,思明区莲岳路173号之十五店面,莲岳分店,"118.115874,24.488267",261
3.0,12883.0,思明区湖明路136号之101、莲景路3号、莲景路5号,莲坂新村分店,"118.116472,24.482788",262
3.0,12885.0,思明区湖明路22号A单元右侧店面,湖明分店,"118.117618,24.478206",263
3.0,13153.0,湖滨南路328号亿宝大厦11楼采购部,亿宝大厦,"118.118125,24.474176",264
3.0,13375.0,厦门市后埭溪路248号龙景台一层23#,后埭溪分店,"118.106507,24.47157",265
3.0,13579.0,仙岳路468号,筼筜社区残联点,"118.119911,24.495454",266
3.0,13894.0,厦门市思明区莲坂商业广场北区159号,厦门市绿浪医疗器械有限公司,"118.122494,24.479443",267
3.0,12815.0,思明区东浦路1号楼105、106室,东浦分店,"118.129518,24.473381",268
3.0,12818.0,厦门市思明区湖滨南路293号,湖滨一里分店,"118.102723,24.472157",269
3.0,12820.0,厦门市思明区天虹商场二楼,天虹分店,"118.10324,24.461989",270
3.0,12822.0,厦门市思明区长青北里110号,长青路分店,"118.120209,24.487807",271
3.0,14196.0,厦门市湖滨东路9号,厦门鹭港妇产医院,"118.113753,24.47014",272
3.0,12853.0,厦门市思明区东明路27号,湖东分店,"118.109363,24.480381",273
3.0,19519.0,福建厦门思明区仙岳路  ,放射科,"118.178287,24.504828",274
3.0,19520.0,思明区湖滨北路250-252号二楼,厦门思明聚德口腔专科门诊部,"118.122258,24.487863",275
